route_short_name,prev_stop_name,stop_name,avg_travel_time,trip_count,avg_time_readable
RB40,Grimmenthal,Untermaßfeld,0 days 00:20:06,10,20 Min 6 Sec
RB40,Grimmenthal,Wölfershausen,0 days 00:21:34.285714285,14,21 Min 34 Sec
RB40,Großen Linden,Lang Göns,0 days 00:03:34.285714285,7,3 Min 34 Sec
RB40,Güsen(b Genthin),Burg(Magdeburg),0 days 00:07:00,1,7 Min 0 Sec
RB40,Hagen Hbf,Hagen-Vorhalle,0 days 00:04:58,30,4 Min 58 Sec
RB40,Hagen Hbf,Witten Hbf,0 days 00:14:00,3,14 Min 0 Sec
RB40,Hagen-Vorhalle,Hagen Hbf,0 days 00:06:32.727272727,55,6 Min 32 Sec
RB40,Hagen-Vorhalle,Wetter(Ruhr),0 days 00:03:02,30,3 Min 2 Sec
RB40,Helmstedt,Frellstedt,0 days 00:07:00,25,7 Min 0 Sec
RB40,Helmstedt,Marienborn,0 days 00:07:50.769230769,26,7 Min 50 Sec
RB40,Herborn(Dillkr),Burg(Dillkr) Nord,0 days 00:03:00,6,3 Min 0 Sec
RB40,Herborn(Dillkr),Sinn,0 days 00:03:50.526315789,38,3 Min 50 Sec
RB40,Hörlkofen,Dorfen Bahnhof,0 days 00:12:56.129032258,31,12 Min 56 Sec
RB40,Hörlkofen,Markt Schwaben,0 days 00:06:33.698630136,73,6 Min 33 Sec
RB40,Hörlkofen,Thann-Matzbach,0 days 00:07:00,4,7 Min 0 Sec
RB40,Hörlkofen,Walpertskirchen,0 days 00:04:03.750000,48,4 Min 3 Sec
RB40,Katzenfurt,Edingen(Wetzlar),0 days 00:03:00,2,3 Min 0 Sec
RB40,Katzenfurt,Ehringshausen(Kr Wetzlar),0 days 00:03:58.421052631,38,3 Min 58 Sec
RB40,Kirch Göns,Butzbach,0 days 00:05:00,7,5 Min 0 Sec
RB40,Königslutter,Frellstedt,0 days 00:06:52.800000,25,6 Min 52 Sec
RB40,Königslutter,Schandelah,0 days 00:07:55.200000,25,7 Min 55 Sec
RB40,Lang Göns,Kirch Göns,0 days 00:03:00,3,3 Min 0 Sec
RB40,Lollar,Friedelhausen,0 days 00:03:00,1,3 Min 0 Sec
RB40,Magdeburg Hbf,Magdeburg-Neustadt,0 days 00:05:34.285714285,21,5 Min 34 Sec
RB40,Magdeburg Hbf,Magdeburg-Sudenburg,0 days 00:06:04.444444444,27,6 Min 4 Sec
RB40,Magdeburg Herrenkrug,Biederitz,0 days 00:03:00,21,3 Min 0 Sec
RB40,Magdeburg Herrenkrug,Magdeburg-Neustadt,0 days 00:03:00,20,3 Min 0 Sec
RB40,Magdeburg-Neustadt,Magdeburg Hbf,0 days 00:04:06,20,4 Min 6 Sec
RB40,Magdeburg-Neustadt,Magdeburg Herrenkrug,0 days 00:03:00,21,3 Min 0 Sec
RB40,Magdeburg-Sudenburg,Magdeburg Hbf,0 days 00:04:04.615384615,26,4 Min 4 Sec
RB40,Magdeburg-Sudenburg,Niederndodeleben,0 days 00:05:00,27,5 Min 0 Sec
RB40,Marburg Süd,Marburg(Lahn),0 days 00:05:00,1,5 Min 0 Sec
RB40,Marienborn,Helmstedt,0 days 00:07:20,27,7 Min 20 Sec
RB40,Marienborn,Wefensleben,0 days 00:04:04.615384615,26,4 Min 4 Sec
RB40,Markt Schwaben,Dorfen Bahnhof,0 days 00:18:00,2,18 Min 0 Sec
RB40,Markt Schwaben,Hörlkofen,0 days 00:06:52.048192771,83,6 Min 52 Sec
RB40,Markt Schwaben,München Ost,0 days 00:15:51.666666666,72,15 Min 51 Sec
RB40,Meiningen,Ritschenhausen,0 days 00:06:56.470588235,17,6 Min 56 Sec
RB40,Meiningen,Untermaßfeld,0 days 00:04:00,12,4 Min 0 Sec
RB40,Mellrichstadt Bf,Bad Neustadt(Saale),0 days 00:09:03.428571428,35,9 Min 3 Sec
RB40,Mellrichstadt Bf,Rentwertshausen,0 days 00:08:00,27,8 Min 0 Sec
RB40,Möser,Burg(Magdeburg),0 days 00:07:00,21,7 Min 0 Sec
RB40,Möser,Gerwisch,0 days 00:04:57,20,4 Min 57 Sec
RB40,Mühldorf(Oberbay),Ampfing,0 days 00:06:20.800000,75,6 Min 20 Sec
RB40,München Ost,Markt Schwaben,0 days 00:14:02.195121951,82,14 Min 2 Sec
RB40,Münnerstadt,Burglauer,0 days 00:03:35.384615384,39,3 Min 35 Sec
RB40,Münnerstadt,Rottershausen,0 days 00:07:54.285714285,42,7 Min 54 Sec
RB40,Niederndodeleben,Magdeburg-Sudenburg,0 days 00:05:41.538461538,26,5 Min 41 Sec
RB40,Niederndodeleben,Wellen(Magdeburg),0 days 00:04:00,27,4 Min 0 Sec
RB40,Niederscheld(Dillkr)Süd,Burg(Dillkr) Nord,0 days 00:03:00,34,3 Min 0 Sec
RB40,Niederscheld(Dillkr)Süd,Dillenburg,0 days 00:04:00,29,4 Min 0 Sec
RB40,Niederwalgern,Niederweimar,0 days 00:04:00,1,4 Min 0 Sec
RB40,Niederweimar,Marburg Süd,0 days 00:04:00,1,4 Min 0 Sec
RB40,Oberwerrn,Poppenhausen,0 days 00:04:28,15,4 Min 28 Sec
RB40,Oberwerrn,Schweinfurt Hbf,0 days 00:05:31.578947368,19,5 Min 31 Sec
RB40,Ochtmersleben,Dreileben-Drackenstedt,0 days 00:03:00,27,3 Min 0 Sec
RB40,Ochtmersleben,Wellen(Magdeburg),0 days 00:03:00,26,3 Min 0 Sec
RB40,Ostheim(b Butzbach),Bad Nauheim,0 days 00:05:34.285714285,7,5 Min 34 Sec
RB40,Ovelgünne,Dreileben-Drackenstedt,0 days 00:04:48.461538461,26,4 Min 48 Sec
RB40,Ovelgünne,Eilsleben(b Magdeburg),0 days 00:04:00,27,4 Min 0 Sec
RB40,Poppenhausen,Ebenhausen(Unterfr),0 days 00:03:50.769230769,39,3 Min 50 Sec
RB40,Poppenhausen,Oberwerrn,0 days 00:03:25.263157894,19,3 Min 25 Sec
RB40,Poppenhausen,Schweinfurt Hbf,0 days 00:12:28.695652173,23,12 Min 28 Sec
RB40,Rentwertshausen,Bibra,0 days 00:03:00,5,3 Min 0 Sec
RB40,Rentwertshausen,Mellrichstadt Bf,0 days 00:07:48.387096774,31,7 Min 48 Sec
RB40,Ritschenhausen,Meiningen,0 days 00:08:04,15,8 Min 4 Sec
RB40,Ritschenhausen,Wölfershausen,0 days 00:03:45.882352941,17,3 Min 45 Sec
RB40,Rottershausen,Ebenhausen(Unterfr),0 days 00:04:22.857142857,42,4 Min 22 Sec
RB40,Rottershausen,Münnerstadt,0 days 00:07:03.076923076,39,7 Min 3 Sec
RB40,Schandelah,Königslutter,0 days 00:06:19.200000,25,6 Min 19 Sec
RB40,Schandelah,Weddel(Braunschw),0 days 00:04:00,25,4 Min 0 Sec
RB40,Schweinfurt Hbf,Oberwerrn,0 days 00:05:42.857142857,14,5 Min 42 Sec
RB40,Schweinfurt Hbf,Poppenhausen,0 days 00:12:45,24,12 Min 45 Sec
RB40,Schweinfurt Hbf,Schweinfurt Mitte,0 days 00:04:27.272727272,22,4 Min 27 Sec
RB40,Schweinfurt Mitte,Schweinfurt Hbf,0 days 00:03:04.285714285,14,3 Min 4 Sec
RB40,Schweinfurt Mitte,Schweinfurt Stadt,0 days 00:03:00,17,3 Min 0 Sec
RB40,Schwindegg,Ampfing,0 days 00:09:46.478873239,71,9 Min 46 Sec
RB40,Schwindegg,Dorfen Bahnhof,0 days 00:08:00.800000,75,8 Min 0 Sec
RB40,Schwindegg,Weidenbach,0 days 00:06:21.818181818,11,6 Min 21 Sec
RB40,Sinn,Edingen(Wetzlar),0 days 00:03:00,24,3 Min 0 Sec
RB40,Sinn,Herborn(Dillkr),0 days 00:04:00,29,4 Min 0 Sec
RB40,Thann-Matzbach,Dorfen Bahnhof,0 days 00:07:05.714285714,42,7 Min 5 Sec
RB40,Thann-Matzbach,Walpertskirchen,0 days 00:05:58.064516129,31,5 Min 58 Sec
RB40,Untermaßfeld,Grimmenthal,0 days 00:03:00,12,3 Min 0 Sec
RB40,Untermaßfeld,Meiningen,0 days 00:05:00,10,5 Min 0 Sec
RB40,Walpertskirchen,Dorfen Bahnhof,0 days 00:09:36,10,9 Min 36 Sec
RB40,Walpertskirchen,Hörlkofen,0 days 00:03:54.285714285,42,3 Min 54 Sec
RB40,Walpertskirchen,Thann-Matzbach,0 days 00:05:44.210526315,38,5 Min 44 Sec
RB40,Wattenscheid,Bochum Hbf,0 days 00:05:57.647058823,51,5 Min 57 Sec
RB40,Wattenscheid,Essen-Kray Süd,0 days 00:04:00,31,4 Min 0 Sec
RB40,Weddel(Braunschw),Braunschweig Hbf,0 days 00:05:12,25,5 Min 12 Sec
RB40,Weddel(Braunschw),Schandelah,0 days 00:03:55.200000,25,3 Min 55 Sec
RB40,Wefensleben,Eilsleben(b Magdeburg),0 days 00:04:04.615384615,26,4 Min 4 Sec
RB40,Wefensleben,Marienborn,0 days 00:03:00,27,3 Min 0 Sec
RB40,Weidenbach,Ampfing,0 days 00:05:00,11,5 Min 0 Sec
RB40,Weidenbach,Schwindegg,0 days 00:08:34.285714285,7,8 Min 34 Sec
RB40,Wellen(Magdeburg),Niederndodeleben,0 days 00:04:00,26,4 Min 0 Sec
RB40,Wellen(Magdeburg),Ochtmersleben,0 days 00:03:00,27,3 Min 0 Sec
RB40,Werdorf,Aßlar,0 days 00:03:18.947368421,38,3 Min 18 Sec
RB40,Werdorf,Ehringshausen(Kr Wetzlar),0 days 00:03:00,29,3 Min 0 Sec
RB40,Wetter(Ruhr),Hagen-Vorhalle,0 days 00:04:10.384615384,52,4 Min 10 Sec
RB40,Wetter(Ruhr),Witten Hbf,0 days 00:05:58,30,5 Min 58 Sec
RB40,Wetzlar,Aßlar,0 days 00:04:43.448275862,29,4 Min 43 Sec
RB40,Wetzlar,Dutenhofen(Wetzlar),0 days 00:05:31.500000,40,5 Min 31 Sec
RB40,Witten Hbf,Bochum Hbf,0 days 00:12:04.285714285,28,12 Min 4 Sec
RB40,Witten Hbf,Hagen-Vorhalle,0 days 00:09:00,3,9 Min 0 Sec
RB40,Witten Hbf,Wetter(Ruhr),0 days 00:04:51.923076923,52,4 Min 51 Sec
RB40,Wölfershausen,Bibra,0 days 00:03:01.935483870,31,3 Min 1 Sec
RB40,Wölfershausen,Grimmenthal,0 days 00:05:05,12,5 Min 5 Sec
RB40,Wölfershausen,Ritschenhausen,0 days 00:03:04,15,3 Min 4 Sec
RB41,Anzefahr,Bürgeln,0 days 00:03:07.500000,24,3 Min 7 Sec
RB41,Anzefahr,Kirchhain(Bz Kassel),0 days 00:04:15.652173913,23,4 Min 15 Sec
RB41,Aschersleben,Schierstedt,0 days 00:03:07.500000,16,3 Min 7 Sec
RB41,Au im Murgtal,Langenbrand,0 days 00:04:00,10,4 Min 0 Sec
RB41,Au im Murgtal,Weisenbach,0 days 00:03:00,4,3 Min 0 Sec
RB41,Bachfeld,Eisfeld,0 days 00:10:00,37,10 Min 0 Sec
RB41,Bad Nauheim,Butzbach,0 days 00:06:18.461538461,26,6 Min 18 Sec
RB41,Bad Nauheim,Friedberg(Hess),0 days 00:04:20,3,4 Min 20 Sec
RB41,Bad Nauheim,Ostheim(b Butzbach),0 days 00:05:00,4,5 Min 0 Sec
RB41,Bad Salzungen,Immelborn,0 days 00:05:02.608695652,46,5 Min 2 Sec
RB41,Bad Salzungen,Oberrohn,0 days 00:08:27.600000,50,8 Min 27 Sec
RB41,Bad Vilbel,Frankfurt(Main)West,0 days 00:08:30,4,8 Min 30 Sec
RB41,Bad Vilbel,Friedberg(Hess),0 days 00:12:00,6,12 Min 0 Sec
RB41,Baiersbronn Bf,Friedrichstal b Freudenstadt,0 days 00:05:20,3,5 Min 20 Sec
RB41,Baiersbronn Schule,Klosterreichenbach,0 days 00:03:00,1,3 Min 0 Sec
RB41,Bischweier,Kuppenheim,0 days 00:03:00,8,3 Min 0 Sec
RB41,Bittelbronn,Horb-Heiligenfeld,0 days 00:06:00,1,6 Min 0 Sec
RB41,Blechhammer(Thür),"Sonneberg, Hüttengrund",0 days 00:03:00,34,3 Min 0 Sec
RB41,Blechhammer(Thür),Steinach(Thür)Süd,0 days 00:06:08.571428571,35,6 Min 8 Sec
RB41,Bondorf(b Herrenberg),Gäufelden,0 days 00:04:00,1,4 Min 0 Sec
RB41,Breitungen(Werra),Immelborn,0 days 00:05:55.102040816,49,5 Min 55 Sec
RB41,Breitungen(Werra),Wernshausen,0 days 00:05:00,46,5 Min 0 Sec
RB41,Bremen Hbf,Bremen-Oberneuland,0 days 00:07:44,30,7 Min 44 Sec
RB41,Bremen-Oberneuland,Bremen Hbf,0 days 00:10:25.454545454,33,10 Min 25 Sec
RB41,Bremen-Oberneuland,Sagehorn,0 days 00:04:04,30,4 Min 4 Sec
RB41,Bretten,Wössingen Ost,0 days 00:08:00,1,8 Min 0 Sec
RB41,Bruchhausen(b Ettlingen),Ettlingen West,0 days 00:03:08.571428571,7,3 Min 8 Sec
RB41,Bruchhausen(b Ettlingen),Malsch,0 days 00:03:54.545454545,11,3 Min 54 Sec
RB41,Buchholz(Nordheide),Klecken,0 days 00:06:00,37,6 Min 0 Sec
RB41,Buchholz(Nordheide),Sprötze,0 days 00:05:04.500000,40,5 Min 4 Sec
RB41,Butzbach,Bad Nauheim,0 days 00:09:00,1,9 Min 0 Sec
RB41,Butzbach,Gießen,0 days 00:10:41.538461538,26,10 Min 41 Sec
RB41,Butzbach,Kirch Göns,0 days 00:05:00,4,5 Min 0 Sec
RB41,Butzbach,Ostheim(b Butzbach),0 days 00:03:00,2,3 Min 0 Sec
RB41,Bürgeln,Anzefahr,0 days 00:03:07.826086956,23,3 Min 7 Sec
RB41,Bürgeln,Cölbe,0 days 00:03:00,19,3 Min 0 Sec
RB41,Cölbe,Bürgeln,0 days 00:03:02.608695652,23,3 Min 2 Sec
RB41,Cölbe,Marburg(Lahn),0 days 00:03:25,24,3 Min 25 Sec
RB41,Dornstetten,Dornstetten-Aach,0 days 00:03:00,1,3 Min 0 Sec
RB41,Dornstetten,Schopfloch(b Freudenstadt),0 days 00:04:00,2,4 Min 0 Sec
RB41,Dornstetten-Aach,Grüntal-Wittlensweiler,0 days 00:04:00,1,4 Min 0 Sec
RB41,Effelder(Thür),Mengersgereuth-Hämmern,0 days 00:05:00,34,5 Min 0 Sec
RB41,Eggersdorf,Eickendorf,0 days 00:04:00,17,4 Min 0 Sec
RB41,Eggersdorf,Schönebeck-Bad Salzelmen,0 days 00:03:03.750000,16,3 Min 3 Sec
RB41,Eickendorf,Eggersdorf,0 days 00:03:03.750000,16,3 Min 3 Sec
RB41,Eickendorf,Förderstedt,0 days 00:05:00,17,5 Min 0 Sec
RB41,Eisenach Hbf,Förtha(Eisenach),0 days 00:06:00,44,6 Min 0 Sec
RB41,Eisfeld,Bachfeld,0 days 00:10:52.941176470,34,10 Min 52 Sec
RB41,Eisfeld,Harras(Thür),0 days 00:04:17.837837837,37,4 Min 17 Sec
RB41,Eppingen,Eppingen West,0 days 00:03:00,1,3 Min 0 Sec
RB41,Eppingen West,Sulzfeld(Baden),0 days 00:04:00,1,4 Min 0 Sec
RB41,Ergenzingen,Bondorf(b Herrenberg),0 days 00:04:00,1,4 Min 0 Sec
RB41,Ernstthal am Rennsteig,Neuhaus-Igelshieb,0 days 00:05:06.857142857,35,5 Min 6 Sec
RB41,Ernstthal am Rennsteig,Oberlauscha,0 days 00:06:00,34,6 Min 0 Sec
RB41,Ettenhausen,Marksuhl,0 days 00:04:03.600000,50,4 Min 3 Sec
RB41,Ettenhausen,Oberrohn,0 days 00:03:03.600000,50,3 Min 3 Sec
RB41,Ettlingen West,Bruchhausen(b Ettlingen),0 days 00:03:00,11,3 Min 0 Sec
RB41,Ettlingen West,Karlsruhe Hbf,0 days 00:06:21.818181818,11,6 Min 21 Sec
RB41,Eutingen Nord,Eutingen im Gäu,0 days 00:03:00,1,3 Min 0 Sec
RB41,Eutingen im Gäu,Ergenzingen,0 days 00:05:00,1,5 Min 0 Sec
RB41,Forbach(Schwarzw),Gausbach,0 days 00:04:30,2,4 Min 30 Sec
RB41,Forbach(Schwarzw),Raumünzach,0 days 00:05:40,3,5 Min 40 Sec
RB41,Frankfurt(Main)Hbf,Frankfurt(Main)West,0 days 00:04:00,27,4 Min 0 Sec
RB41,Frankfurt(Main)West,Bad Vilbel,0 days 00:08:00,6,8 Min 0 Sec
RB41,Frankfurt(Main)West,Frankfurt(Main)Hbf,0 days 00:05:13.846153846,13,5 Min 13 Sec
RB41,Frankfurt(Main)West,Friedberg(Hess),0 days 00:18:49.090909090,44,18 Min 49 Sec
RB41,Freudenstadt Hbf,Freudenstadt Industriegebiet,0 days 00:08:00,1,8 Min 0 Sec
RB41,Freudenstadt Hbf,Grüntal-Wittlensweiler,0 days 00:06:00,2,6 Min 0 Sec
RB41,Freudenstadt Industriegebiet,Freudenstadt Hbf,0 days 00:03:00,2,3 Min 0 Sec
RB41,Freudenstadt Stadt,Freudenstadt Schulzentrum,0 days 00:05:00,1,5 Min 0 Sec
RB41,Freudenstadt Stadt,Friedrichstal b Freudenstadt,0 days 00:05:00,2,5 Min 0 Sec
RB41,Friedberg(Hess),Bad Nauheim,0 days 00:04:08,30,4 Min 8 Sec
RB41,Friedberg(Hess),Bad Vilbel,0 days 00:10:30,4,10 Min 30 Sec
RB41,Friedberg(Hess),Frankfurt(Main)West,0 days 00:17:03.157894736,19,17 Min 3 Sec
RB41,Friedelhausen,Fronhausen(Lahn),0 days 00:03:36.976744186,86,3 Min 36 Sec
RB41,Friedelhausen,Lollar,0 days 00:03:00,20,3 Min 0 Sec
RB41,Friedrichstal b Freudenstadt,Baiersbronn Bf,0 days 00:03:30,2,3 Min 30 Sec
RB41,Friedrichstal b Freudenstadt,Freudenstadt Stadt,0 days 00:04:40,3,4 Min 40 Sec
RB41,Fronhausen(Lahn),Friedelhausen,0 days 00:03:47.200000,75,3 Min 47 Sec
RB41,Fronhausen(Lahn),Niederwalgern,0 days 00:03:24.418604651,86,3 Min 24 Sec
RB41,Förderstedt,Eickendorf,0 days 00:05:00,16,5 Min 0 Sec
RB41,Förderstedt,Staßfurt,0 days 00:05:10.588235294,17,5 Min 10 Sec
RB41,Förtha(Eisenach),Eisenach Hbf,0 days 00:07:01.224489795,49,7 Min 1 Sec
RB41,Förtha(Eisenach),Marksuhl,0 days 00:06:17.727272727,44,6 Min 17 Sec
RB41,Gaggenau Bf,Bad Rotenfels Weinbrennerstraße,0 days 00:06:30,2,6 Min 30 Sec
RB41,Gaggenau Bf,Gaggenau Mercedes-Benz Werk,0 days 00:03:00,1,3 Min 0 Sec
RB41,Gausbach,Langenbrand,0 days 00:03:00,10,3 Min 0 Sec
RB41,Gemmingen,Eppingen,0 days 00:05:00,1,5 Min 0 Sec
RB41,Gernsbach Bf,Gernsbach Mitte,0 days 00:03:00,10,3 Min 0 Sec
RB41,Gernsbach Bf,Hörden,0 days 00:05:40,9,5 Min 40 Sec
RB41,Giersleben,Güsten,0 days 00:04:00,16,4 Min 0 Sec
RB41,Giersleben,Schierstedt,0 days 00:03:07.500000,16,3 Min 7 Sec
RB41,Gießen,Gießen Oswaldsgarten,0 days 00:15:00,1,15 Min 0 Sec
RB41,Gießen,Großen Linden,0 days 00:05:20,3,5 Min 20 Sec
RB41,Gießen Oswaldsgarten,Gießen,0 days 00:03:00.923076923,65,3 Min 0 Sec
RB41,Gießen Oswaldsgarten,Lollar,0 days 00:04:14.634146341,82,4 Min 14 Sec
RB41,Grimmenthal,Meiningen,0 days 00:08:21.081081081,37,8 Min 21 Sec
RB41,Grimmenthal,Untermaßfeld,0 days 00:07:00,19,7 Min 0 Sec
RB41,Grimmenthal,Vachdorf,0 days 00:08:46.229508196,61,8 Min 46 Sec
RB41,Großen Linden,Gießen,0 days 00:05:00,4,5 Min 0 Sec
RB41,Großen Linden,Lang Göns,0 days 00:03:20,3,3 Min 20 Sec
RB41,Grüntal-Wittlensweiler,Dornstetten-Aach,0 days 00:04:30,2,4 Min 30 Sec
RB41,Grüntal-Wittlensweiler,Freudenstadt Hbf,0 days 00:04:00,1,4 Min 0 Sec
RB41,Gäufelden,Herrenberg,0 days 00:05:00,1,5 Min 0 Sec
RB41,Güsten,Giersleben,0 days 00:06:00,16,6 Min 0 Sec
RB41,Güsten,Neundorf(Anh),0 days 00:04:56.250000,16,4 Min 56 Sec
RB41,Hamburg Hbf,Hamburg-Harburg(S),0 days 00:10:20,39,10 Min 20 Sec
RB41,Hamburg-Harburg(S),Hamburg Hbf,0 days 00:12:25,36,12 Min 25 Sec
RB41,Hamburg-Harburg(S),Hittfeld,0 days 00:08:16.500000,40,8 Min 16 Sec
RB41,Harras(Thür),Eisfeld,0 days 00:04:20,39,4 Min 20 Sec
RB41,Harras(Thür),Veilsdorf,0 days 00:03:56.756756756,37,3 Min 56 Sec
RB41,Heilbronn Hbf,Leingarten,0 days 00:06:00,1,6 Min 0 Sec
RB41,Heselbach,Klosterreichenbach,0 days 00:03:00,1,3 Min 0 Sec
RB41,Heselbach,Röt,0 days 00:03:00,1,3 Min 0 Sec
RB41,Hildburghausen,Reurieth,0 days 00:06:24.324324324,37,6 Min 24 Sec
RB41,Hildburghausen,Veilsdorf,0 days 00:12:18.461538461,39,12 Min 18 Sec
RB41,Hilpertsau,Obertsrot,0 days 00:03:00,1,3 Min 0 Sec
RB41,Hittfeld,Hamburg-Harburg(S),0 days 00:05:08.333333333,36,5 Min 8 Sec
RB41,Hittfeld,Klecken,0 days 00:04:57,40,4 Min 57 Sec
RB41,Hochdorf(b Horb),Eutingen Nord,0 days 00:03:00,1,3 Min 0 Sec
RB41,Horb-Heiligenfeld,Hochdorf(b Horb),0 days 00:05:00,1,5 Min 0 Sec
RB41,Huzenbach,Röt,0 days 00:03:20,3,3 Min 20 Sec
RB41,Huzenbach,Schwarzenberg,0 days 00:03:00,1,3 Min 0 Sec
RB41,Hörden,Gernsbach Bf,0 days 00:03:00,10,3 Min 0 Sec
RB41,Hörden,Ottenau,0 days 00:04:00,1,4 Min 0 Sec
RB41,Immelborn,Bad Salzungen,0 days 00:04:00,49,4 Min 0 Sec
RB41,Immelborn,Breitungen(Werra),0 days 00:05:02.608695652,46,5 Min 2 Sec
RB41,Julbach,Marktl,0 days 00:07:00,40,7 Min 0 Sec
RB41,Julbach,Simbach(Inn),0 days 00:05:33.658536585,41,5 Min 33 Sec
RB41,Jöhlingen,Karlsruhe-Durlach,0 days 00:08:00,1,8 Min 0 Sec
RB41,Karlsruhe Hbf,Ettlingen West,0 days 00:04:16.363636363,11,4 Min 16 Sec
RB41,Karlsruhe-Durlach,Karlsruhe Hbf,0 days 00:05:00,1,5 Min 0 Sec
RB41,Kirch Göns,Butzbach,0 days 00:05:00,2,5 Min 0 Sec
RB41,Kirch Göns,Lang Göns,0 days 00:03:00,4,3 Min 0 Sec
RB41,Kirchhain(Bz Kassel),Anzefahr,0 days 00:04:15,24,4 Min 15 Sec
RB41,Kirchhain(Bz Kassel),Stadtallendorf,0 days 00:05:10,12,5 Min 10 Sec
RB41,Kirschbaumwasen,Raumünzach,0 days 00:04:30,2,4 Min 30 Sec
RB41,Kirschbaumwasen,Schönmünzach,0 days 00:03:00,3,3 Min 0 Sec
RB41,Klecken,Buchholz(Nordheide),0 days 00:05:04.500000,40,5 Min 4 Sec
RB41,Klecken,Hittfeld,0 days 00:04:08.108108108,37,4 Min 8 Sec
RB41,Klosterreichenbach,Baiersbronn Schule,0 days 00:03:30,2,3 Min 30 Sec
RB41,Kuppenheim,Bischweier,0 days 00:03:00,10,3 Min 0 Sec
RB41,Lang Göns,Butzbach,0 days 00:07:00,1,7 Min 0 Sec
RB41,Lang Göns,Großen Linden,0 days 00:03:00,4,3 Min 0 Sec
RB41,Lang Göns,Kirch Göns,0 days 00:03:00,1,3 Min 0 Sec
RB41,Langenbrand,Au im Murgtal,0 days 00:04:46.666666666,9,4 Min 46 Sec
RB41,Langenbrand,Gausbach,0 days 00:05:27.272727272,11,5 Min 27 Sec
RB41,Lauenbrück,Scheeßel,0 days 00:04:51.428571428,35,4 Min 51 Sec
RB41,Lauenbrück,Tostedt,0 days 00:08:41.250000,32,8 Min 41 Sec
RB41,Lauscha(Thür),Oberlauscha,0 days 00:08:00,35,8 Min 0 Sec
RB41,Lauscha(Thür),Steinach(Thür),0 days 00:09:03.529411764,34,9 Min 3 Sec
RB41,Leingarten,Schwaigern(Württ),0 days 00:04:00,1,4 Min 0 Sec
RB41,Lollar,Friedelhausen,0 days 00:03:00,74,3 Min 0 Sec
RB41,Lollar,Gießen Oswaldsgarten,0 days 00:05:47.500000,72,5 Min 47 Sec
RB41,Magdeburg Hbf,Magdeburg-Buckau,0 days 00:03:45.882352941,17,3 Min 45 Sec
RB41,Magdeburg SKET Industriepark,Magdeburg-Salbke,0 days 00:03:00,2,3 Min 0 Sec
RB41,Magdeburg Südost,Schönebeck-Frohse,0 days 00:05:00,2,5 Min 0 Sec
RB41,Magdeburg-Buckau,Magdeburg Hbf,0 days 00:04:00,16,4 Min 0 Sec
RB41,Magdeburg-Buckau,Schönebeck(Elbe),0 days 00:11:20,15,11 Min 20 Sec
RB41,Magdeburg-Salbke,Magdeburg Südost,0 days 00:03:00,2,3 Min 0 Sec
RB41,Malsch,Bruchhausen(b Ettlingen),0 days 00:04:21.818181818,11,4 Min 21 Sec
RB41,Malsch Süd,Muggensturm Badesee,0 days 00:03:00,10,3 Min 0 Sec
RB41,Marburg Süd,Marburg(Lahn),0 days 00:04:26.511627906,86,4 Min 26 Sec
RB41,Marburg Süd,Niederweimar,0 days 00:04:12,75,4 Min 12 Sec
RB41,Marburg(Lahn),Cölbe,0 days 00:04:36.521739130,23,4 Min 36 Sec
RB41,Marburg(Lahn),Marburg Süd,0 days 00:03:55.200000,75,3 Min 55 Sec
RB41,Marksuhl,Ettenhausen,0 days 00:03:19.200000,50,3 Min 19 Sec
RB41,Marksuhl,Förtha(Eisenach),0 days 00:09:04.897959183,49,9 Min 4 Sec
RB41,Marktl,Julbach,0 days 00:09:46.829268292,41,9 Min 46 Sec
RB41,Marktl,Neuötting,0 days 00:08:36,40,8 Min 36 Sec
RB41,Meiningen,Grimmenthal,0 days 00:08:17.837837837,37,8 Min 17 Sec
RB41,Meiningen,Untermaßfeld,0 days 00:05:45,24,5 Min 45 Sec
RB41,Meiningen,Walldorf(Werra),0 days 00:08:30.612244897,49,8 Min 30 Sec
RB41,Mengersgereuth-Hämmern,Effelder(Thür),0 days 00:05:00,37,5 Min 0 Sec
RB41,Mengersgereuth-Hämmern,Mengersgereuth-Hämmern Ost,0 days 00:04:00,5,4 Min 0 Sec
RB41,Mengersgereuth-Hämmern Ost,Mengersgereuth-Hämmern,0 days 00:03:00,2,3 Min 0 Sec
RB41,Mengersgereuth-Hämmern Ost,Sonneberg(Thür)West,0 days 00:04:07.058823529,34,4 Min 7 Sec
RB41,Muggensturm,Rastatt,0 days 00:05:38.181818181,11,5 Min 38 Sec
RB41,Muggensturm Badesee,Malsch Süd,0 days 00:03:00,11,3 Min 0 Sec
RB41,Mühldorf(Oberbay),Töging(Inn),0 days 00:04:20.487804878,41,4 Min 20 Sec
RB41,Neuhaus-Igelshieb,Ernstthal am Rennsteig,0 days 00:03:00,34,3 Min 0 Sec
RB41,Neuhaus-Igelshieb,Neuhaus am Rennweg,0 days 00:03:00,31,3 Min 0 Sec
RB41,Neundorf(Anh),Güsten,0 days 00:03:56.470588235,17,3 Min 56 Sec
RB41,Neundorf(Anh),Staßfurt,0 days 00:03:56.250000,16,3 Min 56 Sec
RB41,Neustadt(Kr Marburg),Schwalmstadt-Wiera,0 days 00:03:05,12,3 Min 5 Sec
