route_short_name,prev_stop_name,stop_name,avg_travel_time,trip_count,avg_time_readable
RE1,Schmölln(Thür),Ronneburg(Thür),0 days 00:10:22.105263157,19,10 Min 22 Sec
RE1,Schoden-Ockfen,Saarburg(Bz Trier),0 days 00:04:15,4,4 Min 15 Sec
RE1,Schoden-Ockfen,Wiltingen(Saar),0 days 00:04:00,2,4 Min 0 Sec
RE1,Schorndorf,Schwäbisch Gmünd,0 days 00:14:00,9,14 Min 0 Sec
RE1,Schorndorf,Stuttgart Hbf,0 days 00:21:53.333333333,9,21 Min 53 Sec
RE1,Schwaan,Bützow,0 days 00:08:06,20,8 Min 6 Sec
RE1,Schwaan,Rostock Hbf,0 days 00:14:02.500000,24,14 Min 2 Sec
RE1,Schweich(DB),Trier Hbf,0 days 00:12:20,42,12 Min 20 Sec
RE1,Schweich(DB),Wittlich Hbf,0 days 00:14:07.659574468,47,14 Min 7 Sec
RE1,Schwerin Hbf,Bad Kleinen,0 days 00:09:00,1,9 Min 0 Sec
RE1,Schwäbisch Gmünd,Aalen Hbf,0 days 00:15:00,9,15 Min 0 Sec
RE1,Schwäbisch Gmünd,Schorndorf,0 days 00:12:00,9,12 Min 0 Sec
RE1,Schönau(Hörsel),Sättelstädt,0 days 00:04:00,1,4 Min 0 Sec
RE1,Schönau(Hörsel),Wutha,0 days 00:03:00,1,3 Min 0 Sec
RE1,Schönberg(Meckl),Grevesmühlen,0 days 00:12:00,2,12 Min 0 Sec
RE1,Schönberg(Meckl),Lüdersdorf(Meckl),0 days 00:06:00,1,6 Min 0 Sec
RE1,Seebergen,Gotha,0 days 00:05:00,2,5 Min 0 Sec
RE1,Seitschen,Bautzen,0 days 00:06:00,1,6 Min 0 Sec
RE1,Serrig,Saarburg(Bz Trier),0 days 00:04:00,2,4 Min 0 Sec
RE1,Serrig,Taben,0 days 00:06:30,4,6 Min 30 Sec
RE1,Silberhausen,Leinefelde,0 days 00:07:20,3,7 Min 20 Sec
RE1,Silberhausen,Mühlhausen(Thür),0 days 00:10:48,5,10 Min 48 Sec
RE1,St Ingbert,Homburg(Saar)Hbf,0 days 00:11:01.538461538,39,11 Min 1 Sec
RE1,St Ingbert,Rentrisch,0 days 00:03:00,1,3 Min 0 Sec
RE1,St Ingbert,Saarbrücken Hbf,0 days 00:13:00,38,13 Min 0 Sec
RE1,St Ingbert,Saarbrücken Ost,0 days 00:08:00,1,8 Min 0 Sec
RE1,Stadtroda,Hermsdorf-Klosterlausnitz,0 days 00:08:04.615384615,26,8 Min 4 Sec
RE1,Stadtroda,Jena-Göschwitz,0 days 00:06:00,21,6 Min 0 Sec
RE1,Stadtroda,Neue Schenke,0 days 00:05:00,1,5 Min 0 Sec
RE1,Stolberg(Rheinl)Hbf,Aachen Hbf,0 days 00:10:00,3,10 Min 0 Sec
RE1,Stolberg(Rheinl)Hbf,Aachen-Rothe Erde,0 days 00:05:56.896551724,58,5 Min 56 Sec
RE1,Stolberg(Rheinl)Hbf,Düren,0 days 00:12:00,2,12 Min 0 Sec
RE1,Stolberg(Rheinl)Hbf,Eschweiler Hbf,0 days 00:03:04.225352112,71,3 Min 4 Sec
RE1,Stuttgart Hbf,Bruchsal,0 days 00:31:00,1,31 Min 0 Sec
RE1,Stuttgart Hbf,Karlsruhe-Durlach,0 days 00:46:00,1,46 Min 0 Sec
RE1,Stuttgart Hbf,Ludwigsburg,0 days 00:09:00,4,9 Min 0 Sec
RE1,Stuttgart Hbf,Schorndorf,0 days 00:28:46.666666666,9,28 Min 46 Sec
RE1,Stuttgart Hbf,Vaihingen(Enz),0 days 00:17:10,54,17 Min 10 Sec
RE1,Sättelstädt,Mechterstädt,0 days 00:03:00,1,3 Min 0 Sec
RE1,Sättelstädt,Schönau(Hörsel),0 days 00:03:00,1,3 Min 0 Sec
RE1,Taben,Saarhölzbach,0 days 00:05:15,4,5 Min 15 Sec
RE1,Taben,Serrig,0 days 00:05:00,2,5 Min 0 Sec
RE1,Treis-Karden,Cochem(Mosel),0 days 00:07:45,56,7 Min 45 Sec
RE1,Treis-Karden,Kobern-Gondorf,0 days 00:16:05.084745762,59,16 Min 5 Sec
RE1,Trier Hbf,Konz,0 days 00:08:20.400000,50,8 Min 20 Sec
RE1,Trier Hbf,Schweich(DB),0 days 00:14:17.872340425,47,14 Min 17 Sec
RE1,Trier Hbf,Trier Süd,0 days 00:07:20,3,7 Min 20 Sec
RE1,Trier Süd,Karthaus,0 days 00:07:30,4,7 Min 30 Sec
RE1,Trier Süd,Trier Hbf,0 days 00:04:00,6,4 Min 0 Sec
RE1,Uder,Arenshausen,0 days 00:06:30,2,6 Min 30 Sec
RE1,Untergrombach,Bruchsal Bildungszentrum,0 days 00:04:04,15,4 Min 4 Sec
RE1,Untergrombach,Weingarten(Baden),0 days 00:03:10,12,3 Min 10 Sec
RE1,Vaihingen(Enz),Bietigheim-Bissingen,0 days 00:11:00,1,11 Min 0 Sec
RE1,Vaihingen(Enz),Bruchsal,0 days 00:21:25.714285714,21,21 Min 25 Sec
RE1,Vaihingen(Enz),Karlsruhe-Durlach,0 days 00:27:00,2,27 Min 0 Sec
RE1,Vaihingen(Enz),Mühlacker,0 days 00:06:39.428571428,35,6 Min 39 Sec
RE1,Vaihingen(Enz),Stuttgart Hbf,0 days 00:18:28.474576271,59,18 Min 28 Sec
RE1,Ventschow,Bad Kleinen,0 days 00:08:03,20,8 Min 3 Sec
RE1,Ventschow,Blankenberg(Meckl),0 days 00:07:02.500000,24,7 Min 2 Sec
RE1,Verden(Aller),Achim,0 days 00:11:00,10,11 Min 0 Sec
RE1,Verden(Aller),Dörverden,0 days 00:06:05.454545454,11,6 Min 5 Sec
RE1,Verden(Aller),Langwedel,0 days 00:06:00,1,6 Min 0 Sec
RE1,Vogelweh,Einsiedlerhof,0 days 00:03:00,1,3 Min 0 Sec
RE1,Völklingen,Bous(Saar),0 days 00:03:30,2,3 Min 30 Sec
RE1,Völklingen,Luisenthal(Saar),0 days 00:04:00,4,4 Min 0 Sec
RE1,Völklingen,Saarbrücken Hbf,0 days 00:09:57.600000,50,9 Min 57 Sec
RE1,Völklingen,Saarlouis Hbf,0 days 00:07:57.692307692,52,7 Min 57 Sec
RE1,Wandersleben,Seebergen,0 days 00:05:00,2,5 Min 0 Sec
RE1,Wattenscheid,Bochum Hbf,0 days 00:05:00,85,5 Min 0 Sec
RE1,Wattenscheid,Essen Hbf,0 days 00:07:52.987012987,77,7 Min 52 Sec
RE1,Weickersdorf(Sachs),Großharthau,0 days 00:04:00,1,4 Min 0 Sec
RE1,Weimar,Erfurt Hbf,0 days 00:15:00,14,15 Min 0 Sec
RE1,Weimar,Jena West,0 days 00:15:04.615384615,26,15 Min 4 Sec
RE1,Weingarten(Baden),Karlsruhe-Durlach,0 days 00:06:00,12,6 Min 0 Sec
RE1,Weingarten(Baden),Untergrombach,0 days 00:03:00,15,3 Min 0 Sec
RE1,Werder(Havel),Brandenburg Hbf,0 days 00:15:07.142857142,42,15 Min 7 Sec
RE1,Werder(Havel),Groß Kreutz,0 days 00:08:00,36,8 Min 0 Sec
RE1,Werder(Havel),Potsdam Hbf,0 days 00:08:32.432432432,37,8 Min 32 Sec
RE1,Werder(Havel),Potsdam Park Sanssouci,0 days 00:05:19.245283018,53,5 Min 19 Sec
RE1,Westerstede-Ocholt,Augustfehn,0 days 00:08:00,12,8 Min 0 Sec
RE1,Westerstede-Ocholt,Bad Zwischenahn,0 days 00:06:00,12,6 Min 0 Sec
RE1,Wiesenau,Ziltendorf,0 days 00:04:00,2,4 Min 0 Sec
RE1,Wilferdingen-Singen,Karlsruhe-Durlach,0 days 00:08:09.600000,25,8 Min 9 Sec
RE1,Wilferdingen-Singen,Pforzheim Hbf,0 days 00:09:08.181818181,22,9 Min 8 Sec
RE1,Wiltingen(Saar),Kanzem,0 days 00:03:00,2,3 Min 0 Sec
RE1,Wiltingen(Saar),Schoden-Ockfen,0 days 00:03:15,4,3 Min 15 Sec
RE1,Wingerode,Beuren,0 days 00:03:00,1,3 Min 0 Sec
RE1,Wittlich Hbf,Bullay(DB),0 days 00:12:54.545454545,55,12 Min 54 Sec
RE1,Wittlich Hbf,Hetzerath,0 days 00:11:00,2,11 Min 0 Sec
RE1,Wittlich Hbf,Schweich(DB),0 days 00:14:52.500000,40,14 Min 52 Sec
RE1,Wunstorf,Hannover Hbf,0 days 00:12:54.545454545,11,12 Min 54 Sec
RE1,Wunstorf,Neustadt am Rübenberge,0 days 00:06:00,11,6 Min 0 Sec
RE1,Wusterwitz,Genthin,0 days 00:08:03.750000,32,8 Min 3 Sec
RE1,Wusterwitz,Kirchmöser,0 days 00:03:19.090909090,44,3 Min 19 Sec
RE1,Wutha,Eisenach Hbf,0 days 00:06:00,1,6 Min 0 Sec
RE1,Wutha,Schönau(Hörsel),0 days 00:03:00,1,3 Min 0 Sec
RE1,Zgorzelec,Zgorzelec(Gr),0 days 00:03:00,6,3 Min 0 Sec
RE1,Zgorzelec(Gr),Görlitz,0 days 00:03:00,6,3 Min 0 Sec
RE1,Ziltendorf,Eisenhüttenstadt,0 days 00:05:00,2,5 Min 0 Sec
RE1,Zoblitz,Reichenbach(Oberlausitz),0 days 00:03:00,1,3 Min 0 Sec
RE1,Übach-Palenberg,Geilenkirchen,0 days 00:05:00,1,5 Min 0 Sec
RE1,Übach-Palenberg,Herzogenrath,0 days 00:05:00,1,5 Min 0 Sec
RE10,Aldekerk,Kempen(Niederrhein),0 days 00:06:00,61,6 Min 0 Sec
RE10,Aldekerk,Nieukerk,0 days 00:04:00,58,4 Min 0 Sec
RE10,Artern,Heldrungen,0 days 00:11:00,15,11 Min 0 Sec
RE10,Artern,Reinsdorf(Artern),0 days 00:04:00,1,4 Min 0 Sec
RE10,Artern,Voigtstedt,0 days 00:04:12,10,4 Min 12 Sec
RE10,Bad Harzburg,Goslar,0 days 00:12:05.454545454,22,12 Min 5 Sec
RE10,Baddeckenstedt,Derneburg(Han),0 days 00:05:57.777777777,27,5 Min 57 Sec
RE10,Baddeckenstedt,Salzgitter-Ringelheim,0 days 00:07:00,26,7 Min 0 Sec
RE10,Bedburg-Hau,Goch,0 days 00:08:57.966101694,59,8 Min 57 Sec
RE10,Bedburg-Hau,Kleve,0 days 00:06:00,56,6 Min 0 Sec
RE10,Beilrode,Falkenberg(Elster),0 days 00:07:00,12,7 Min 0 Sec
RE10,Beilrode,"Rehfeld (EE) Bahnhof, Falkenberg (Elster)",0 days 00:05:00,2,5 Min 0 Sec
RE10,Beilrode,Torgau,0 days 00:04:00,16,4 Min 0 Sec
RE10,Beutersitz,Schönborn(Doberl),0 days 00:05:00,1,5 Min 0 Sec
RE10,Bretleben,Artern,0 days 00:06:00,1,6 Min 0 Sec
RE10,Bretleben,Heldrungen,0 days 00:06:00,1,6 Min 0 Sec
RE10,Buchbrunn-Mainstockheim,Dettelbach Bahnhof,0 days 00:04:04,45,4 Min 4 Sec
RE10,Buchbrunn-Mainstockheim,Kitzingen,0 days 00:03:34.883720930,43,3 Min 34 Sec
RE10,Calau(Nl),Cottbus Hbf,0 days 00:17:09.230769230,13,17 Min 9 Sec
RE10,Calau(Nl),Finsterwalde(Niederlausitz),0 days 00:13:52.941176470,17,13 Min 52 Sec
RE10,Calau(Nl),Kolkwitz Süd,0 days 00:13:00,1,13 Min 0 Sec
RE10,Coschen,Guben,0 days 00:06:00,17,6 Min 0 Sec
RE10,Coschen,Wellmitz,0 days 00:04:00,13,4 Min 0 Sec
RE10,Cottbus Hbf,Calau(Nl),0 days 00:21:00,17,21 Min 0 Sec
RE10,Cottbus Hbf,Cottbus-Sandow,0 days 00:07:41.538461538,13,7 Min 41 Sec
RE10,Cottbus-Merzdorf,Cottbus-Sandow,0 days 00:03:00,17,3 Min 0 Sec
RE10,Cottbus-Merzdorf,Cottbus-Willmersdorf Nord,0 days 00:04:00,13,4 Min 0 Sec
RE10,Cottbus-Sandow,Cottbus Hbf,0 days 00:04:00,17,4 Min 0 Sec
RE10,Cottbus-Sandow,Cottbus-Merzdorf,0 days 00:03:00,13,3 Min 0 Sec
RE10,Cottbus-Willmersdorf Nord,Cottbus-Merzdorf,0 days 00:04:00,17,4 Min 0 Sec
RE10,Cottbus-Willmersdorf Nord,Teichland,0 days 00:03:00,13,3 Min 0 Sec
RE10,Derneburg(Han),Baddeckenstedt,0 days 00:05:57.692307692,26,5 Min 57 Sec
RE10,Derneburg(Han),Groß Düngen,0 days 00:07:00,1,7 Min 0 Sec
RE10,Derneburg(Han),Hildesheim Ost,0 days 00:10:00,26,10 Min 0 Sec
RE10,Dettelbach Bahnhof,Buchbrunn-Mainstockheim,0 days 00:04:04.186046511,43,4 Min 4 Sec
RE10,Dettelbach Bahnhof,Rottendorf,0 days 00:04:24,45,4 Min 24 Sec
RE10,Doberlug-Kirchhain,Falkenberg(Elster),0 days 00:18:14.117647058,17,18 Min 14 Sec
RE10,Doberlug-Kirchhain,Finsterwalde(Niederlausitz),0 days 00:08:34.285714285,14,8 Min 34 Sec
RE10,Doberschütz,Eilenburg Ost,0 days 00:05:00,2,5 Min 0 Sec
RE10,Doberschütz,Mockrehna,0 days 00:04:30,2,4 Min 30 Sec
RE10,Düsseldorf-Bilk,Düsseldorf Hbf,0 days 00:04:01.016949152,59,4 Min 1 Sec
RE10,Düsseldorf-Bilk,Meerbusch-Osterath,0 days 00:12:00,59,12 Min 0 Sec
RE10,Eggersdorf,Eickendorf,0 days 00:04:00,2,4 Min 0 Sec
RE10,Eickendorf,Förderstedt,0 days 00:06:00,4,6 Min 0 Sec
RE10,Eilenburg,Eilenburg Ost,0 days 00:03:30,2,3 Min 30 Sec
RE10,Eilenburg,Taucha(Leipzig),0 days 00:11:00,16,11 Min 0 Sec
RE10,Eilenburg,Torgau,0 days 00:18:00,12,18 Min 0 Sec
RE10,Eilenburg Ost,Doberschütz,0 days 00:04:30,2,4 Min 30 Sec
RE10,Eisenhüttenstadt,Guben,0 days 00:16:00,3,16 Min 0 Sec
RE10,Eisenhüttenstadt,Neuzelle,0 days 00:06:00,17,6 Min 0 Sec
RE10,Eisenhüttenstadt,Ziltendorf,0 days 00:06:00,13,6 Min 0 Sec
RE10,Emskirchen,Hagenbüchach,0 days 00:03:48,5,3 Min 48 Sec
RE10,Emskirchen,Neustadt(Aisch)Bahnhof,0 days 00:07:00,32,7 Min 0 Sec
RE10,Emskirchen,Neustadt(Aisch)Mitte,0 days 00:05:45,4,5 Min 45 Sec
RE10,Emskirchen,Siegelsdorf,0 days 00:08:36.428571428,28,8 Min 36 Sec
RE10,Erfurt Hbf,Erfurt Ost,0 days 00:05:30,4,5 Min 30 Sec
RE10,Erfurt Hbf,Stotternheim,0 days 00:07:51.428571428,7,7 Min 51 Sec
RE10,Erfurt Ost,Erfurt Hbf,0 days 00:07:00,2,7 Min 0 Sec
RE10,Erfurt Ost,Stotternheim,0 days 00:03:30,4,3 Min 30 Sec
RE10,Etzleben,Griefstedt,0 days 00:05:00,1,5 Min 0 Sec
RE10,Falkenberg(Elster),Beilrode,0 days 00:11:26.250000,16,11 Min 26 Sec
RE10,Falkenberg(Elster),Doberlug-Kirchhain,0 days 00:16:13.846153846,13,16 Min 13 Sec
RE10,Falkenberg(Elster),Uebigau,0 days 00:07:00,1,7 Min 0 Sec
RE10,Finkenheerd,Wiesenau,0 days 00:03:00,19,3 Min 0 Sec
RE10,Finsterwalde(Niederlausitz),Calau(Nl),0 days 00:14:00,13,14 Min 0 Sec
RE10,Finsterwalde(Niederlausitz),Doberlug-Kirchhain,0 days 00:07:14.117647058,17,7 Min 14 Sec
RE10,Finsterwalde(Niederlausitz),Gollmitz(Niederlausitz),0 days 00:11:00,1,11 Min 0 Sec
RE10,Frankfurt(Oder),Eisenhüttenstadt,0 days 00:17:00,1,17 Min 0 Sec
RE10,Frankfurt(Oder),Kraftwerk Finkenheerd,0 days 00:06:06.315789473,19,6 Min 6 Sec
RE10,Förderstedt,Staßfurt,0 days 00:05:00,5,5 Min 0 Sec
RE10,Fürth(Bay)Hbf,Fürth-Unterfürberg,0 days 00:03:00,3,3 Min 0 Sec
RE10,Fürth(Bay)Hbf,Nürnberg Hbf,0 days 00:08:03.529411764,34,8 Min 3 Sec
RE10,Fürth(Bay)Hbf,Siegelsdorf,0 days 00:06:07.272727272,33,6 Min 7 Sec
RE10,Fürth-Burgfarrnbach,Siegelsdorf,0 days 00:03:20,3,3 Min 20 Sec
RE10,Fürth-Unterfürberg,Fürth-Burgfarrnbach,0 days 00:03:00,3,3 Min 0 Sec
RE10,Geldern,Kevelaer,0 days 00:07:00,56,7 Min 0 Sec
RE10,Geldern,Nieukerk,0 days 00:05:58.032786885,61,5 Min 58 Sec
RE10,Gemünden(Main),Wernfeld,0 days 00:04:00,1,4 Min 0 Sec
RE10,Goch,Bedburg-Hau,0 days 00:09:00,56,9 Min 0 Sec
RE10,Goch,Weeze,0 days 00:06:00,59,6 Min 0 Sec
RE10,Gollmitz(Niederlausitz),Calau(Nl),0 days 00:05:00,1,5 Min 0 Sec
RE10,Goslar,Bad Harzburg,0 days 00:14:16.153846153,26,14 Min 16 Sec
RE10,Goslar,Salzgitter-Ringelheim,0 days 00:14:17.777777777,27,14 Min 17 Sec
RE10,Griefstedt,Heldrungen,0 days 00:08:00,10,8 Min 0 Sec
RE10,Griefstedt,Leubingen,0 days 00:03:56.250000,16,3 Min 56 Sec
RE10,Groß Düngen,Derneburg(Han),0 days 00:06:00,1,6 Min 0 Sec
RE10,Groß Düngen,Hildesheim Ost,0 days 00:06:00,1,6 Min 0 Sec
RE10,Großrudestedt,Stotternheim,0 days 00:04:56.250000,16,4 Min 56 Sec
RE10,Großrudestedt,Sömmerda,0 days 00:07:00,11,7 Min 0 Sec
RE10,Guben,Coschen,0 days 00:07:00,13,7 Min 0 Sec
RE10,Guben,Cottbus Hbf,0 days 00:25:00,3,25 Min 0 Sec
RE10,Guben,Kerkwitz,0 days 00:07:00,17,7 Min 0 Sec
RE10,Güsten,Sandersleben(Anh),0 days 00:13:36,20,13 Min 36 Sec
RE10,Güsten,Staßfurt,0 days 00:06:23.076923076,13,6 Min 23 Sec
RE10,Hagenbüchach,Emskirchen,0 days 00:03:20,3,3 Min 20 Sec
RE10,Hagenbüchach,Puschendorf,0 days 00:04:00,3,4 Min 0 Sec
RE10,Hagenbüchach,Siegelsdorf,0 days 00:05:00,2,5 Min 0 Sec
RE10,Hannover Hbf,Sarstedt,0 days 00:12:08.181818181,22,12 Min 8 Sec
RE10,Heldrungen,Artern,0 days 00:11:00,7,11 Min 0 Sec
RE10,Heldrungen,Bretleben,0 days 00:06:00,1,6 Min 0 Sec
RE10,Heldrungen,Etzleben,0 days 00:05:00,1,5 Min 0 Sec
RE10,Heldrungen,Griefstedt,0 days 00:07:12,15,7 Min 12 Sec
RE10,Heldrungen,Reinsdorf(Artern),0 days 00:08:00,2,8 Min 0 Sec
RE10,Hettstedt,Klostermansfeld,0 days 00:09:00,20,9 Min 0 Sec
RE10,Hettstedt,Sandersleben(Anh),0 days 00:07:46.153846153,13,7 Min 46 Sec
RE10,Hildesheim Hbf,Hildesheim Ost,0 days 00:03:50.769230769,26,3 Min 50 Sec
RE10,Hildesheim Hbf,Sarstedt,0 days 00:13:57.391304347,23,13 Min 57 Sec
RE10,Hildesheim Ost,Derneburg(Han),0 days 00:10:00,25,10 Min 0 Sec
RE10,Hildesheim Ost,Groß Düngen,0 days 00:06:00,1,6 Min 0 Sec
RE10,Hildesheim Ost,Hildesheim Hbf,0 days 00:03:57.777777777,27,3 Min 57 Sec
RE10,Iphofen,Kitzingen,0 days 00:06:15,36,6 Min 15 Sec
RE10,Iphofen,Markt Bibart,0 days 00:08:33.529411764,34,8 Min 33 Sec
RE10,Jänschwalde,Jänschwalde Ost,0 days 00:03:00,13,3 Min 0 Sec
RE10,Jänschwalde,Peitz Ost,0 days 00:03:00,17,3 Min 0 Sec
RE10,Jänschwalde Ost,Jänschwalde,0 days 00:03:00,17,3 Min 0 Sec
RE10,Jänschwalde Ost,Kerkwitz,0 days 00:06:00,13,6 Min 0 Sec
RE10,Karlstadt(Main),Retzbach-Zellingen,0 days 00:06:00,1,6 Min 0 Sec
RE10,Kempen(Niederrhein),Aldekerk,0 days 00:07:00,58,7 Min 0 Sec
RE10,Kempen(Niederrhein),Krefeld Hbf,0 days 00:10:59.016393442,61,10 Min 59 Sec
RE10,Kerkwitz,Guben,0 days 00:06:00,13,6 Min 0 Sec
RE10,Kerkwitz,Jänschwalde Ost,0 days 00:06:00,17,6 Min 0 Sec
RE10,Kevelaer,Geldern,0 days 00:07:05.084745762,59,7 Min 5 Sec
RE10,Kevelaer,Weeze,0 days 00:06:00,56,6 Min 0 Sec
RE10,Kitzingen,Buchbrunn-Mainstockheim,0 days 00:03:37.333333333,45,3 Min 37 Sec
RE10,Kitzingen,Iphofen,0 days 00:06:08.823529411,34,6 Min 8 Sec
RE10,Kleve,Bedburg-Hau,0 days 00:04:00,59,4 Min 0 Sec
RE10,Klostermansfeld,Hettstedt,0 days 00:08:13.846153846,13,8 Min 13 Sec
RE10,Klostermansfeld,Sangerhausen,0 days 00:18:20,18,18 Min 20 Sec
RE10,Kolkwitz Süd,Cottbus Hbf,0 days 00:06:00,1,6 Min 0 Sec
RE10,Kraftwerk Finkenheerd,Frankfurt(Oder),0 days 00:08:00,13,8 Min 0 Sec
RE10,Krefeld Hbf,Kempen(Niederrhein),0 days 00:08:55.862068965,58,8 Min 55 Sec
RE10,Krefeld Hbf,Krefeld-Oppum,0 days 00:04:57.966101694,59,4 Min 57 Sec
RE10,Krefeld-Oppum,Krefeld Hbf,0 days 00:05:00,59,5 Min 0 Sec
RE10,Krefeld-Oppum,Meerbusch-Osterath,0 days 00:06:00,59,6 Min 0 Sec
RE10,Langenprozelten,Gemünden(Main),0 days 00:04:00,1,4 Min 0 Sec
RE10,Leipzig Hbf,Taucha(Leipzig),0 days 00:08:00,13,8 Min 0 Sec
RE10,Leubingen,Griefstedt,0 days 00:03:18,10,3 Min 18 Sec
RE10,Leubingen,Sömmerda,0 days 00:04:07.500000,16,4 Min 7 Sec
RE10,Lohr Bahnhof,Langenprozelten,0 days 00:07:00,1,7 Min 0 Sec
RE10,Magdeburg Hbf,Magdeburg-Buckau,0 days 00:03:57,20,3 Min 57 Sec
RE10,Magdeburg-Buckau,Magdeburg Hbf,0 days 00:04:18.461538461,13,4 Min 18 Sec
RE10,Magdeburg-Buckau,Schönebeck(Elbe),0 days 00:08:30,20,8 Min 30 Sec
RE10,Markt Bibart,Iphofen,0 days 00:08:03.333333333,36,8 Min 3 Sec
RE10,Markt Bibart,Neustadt(Aisch)Bahnhof,0 days 00:09:47.647058823,34,9 Min 47 Sec
RE10,Meerbusch-Osterath,Düsseldorf-Bilk,0 days 00:14:00,59,14 Min 0 Sec
RE10,Meerbusch-Osterath,Krefeld-Oppum,0 days 00:07:00,59,7 Min 0 Sec
RE10,Mockrehna,Doberschütz,0 days 00:04:00,2,4 Min 0 Sec
RE10,Mockrehna,Torgau,0 days 00:09:30,2,9 Min 30 Sec
RE10,Neundorf(Anh),Güsten,0 days 00:04:00,4,4 Min 0 Sec
RE10,Neustadt(Aisch)Bahnhof,Emskirchen,0 days 00:06:00,26,6 Min 0 Sec
RE10,Neustadt(Aisch)Bahnhof,Markt Bibart,0 days 00:08:51.666666666,36,8 Min 51 Sec
RE10,Neustadt(Aisch)Bahnhof,Neustadt(Aisch)Mitte,0 days 00:03:00,4,3 Min 0 Sec
RE10,Neustadt(Aisch)Mitte,Emskirchen,0 days 00:05:34.285714285,7,5 Min 34 Sec
RE10,Neustadt(Aisch)Mitte,Neustadt(Aisch)Bahnhof,0 days 00:03:00,3,3 Min 0 Sec
RE10,Neustadt(Aisch)Mitte,Siegelsdorf,0 days 00:12:00,1,12 Min 0 Sec
RE10,Neuzelle,Eisenhüttenstadt,0 days 00:05:00,13,5 Min 0 Sec
RE10,Neuzelle,Wellmitz,0 days 00:05:00,17,5 Min 0 Sec
RE10,Nieukerk,Aldekerk,0 days 00:04:00,61,4 Min 0 Sec
RE10,Nieukerk,Geldern,0 days 00:06:02.068965517,58,6 Min 2 Sec
RE10,Nürnberg Hbf,Fürth(Bay)Hbf,0 days 00:05:43.333333333,36,5 Min 43 Sec
RE10,Oberröblingen,Sangerhausen,0 days 00:07:00,10,7 Min 0 Sec
RE10,Oberröblingen,Voigtstedt,0 days 00:05:00,15,5 Min 0 Sec
RE10,Peitz Ost,Jänschwalde,0 days 00:05:00,13,5 Min 0 Sec
RE10,Peitz Ost,Teichland,0 days 00:05:00,17,5 Min 0 Sec
RE10,Puschendorf,Hagenbüchach,0 days 00:04:00,3,4 Min 0 Sec
RE10,Puschendorf,Siegelsdorf,0 days 00:03:00,3,3 Min 0 Sec
RE10,"Rehfeld (EE) Bahnhof, Falkenberg (Elster)",Falkenberg(Elster),0 days 00:05:00,2,5 Min 0 Sec
RE10,Reinsdorf(Artern),Artern,0 days 00:04:00,2,4 Min 0 Sec
RE10,Reinsdorf(Artern),Bretleben,0 days 00:03:00,1,3 Min 0 Sec
RE10,Retzbach-Zellingen,Würzburg Hbf,0 days 00:11:00,1,11 Min 0 Sec
RE10,Rottendorf,Dettelbach Bahnhof,0 days 00:05:00,43,5 Min 0 Sec
RE10,Rottendorf,Kitzingen,0 days 00:09:00,1,9 Min 0 Sec
RE10,Rottendorf,Würzburg Hbf,0 days 00:08:16,45,8 Min 16 Sec
RE10,Salzgitter-Ringelheim,Baddeckenstedt,0 days 00:07:00,27,7 Min 0 Sec
RE10,Salzgitter-Ringelheim,Goslar,0 days 00:13:00,26,13 Min 0 Sec
RE10,Sandersleben(Anh),Güsten,0 days 00:14:00,13,14 Min 0 Sec
RE10,Sandersleben(Anh),Hettstedt,0 days 00:07:48,20,7 Min 48 Sec
RE10,Sangerhausen,Artern,0 days 00:13:00,1,13 Min 0 Sec
RE10,Sangerhausen,Klostermansfeld,0 days 00:21:35,12,21 Min 35 Sec
RE10,Sangerhausen,Oberröblingen,0 days 00:09:44,15,9 Min 44 Sec
RE10,Sarstedt,Hannover Hbf,0 days 00:13:57.391304347,23,13 Min 57 Sec
RE10,Sarstedt,Hildesheim Hbf,0 days 00:13:05.454545454,22,13 Min 5 Sec
RE10,Schönborn(Doberl),Doberlug-Kirchhain,0 days 00:06:00,1,6 Min 0 Sec
RE10,Schönebeck(Elbe),Magdeburg-Buckau,0 days 00:11:18.461538461,13,11 Min 18 Sec
RE10,Schönebeck(Elbe),Schönebeck-Bad Salzelmen,0 days 00:04:36,5,4 Min 36 Sec
RE10,Schönebeck(Elbe),Staßfurt,0 days 00:14:48,15,14 Min 48 Sec
RE10,Schönebeck-Bad Salzelmen,Eggersdorf,0 days 00:03:00,2,3 Min 0 Sec
RE10,Schönebeck-Bad Salzelmen,Eickendorf,0 days 00:07:00,2,7 Min 0 Sec
RE10,Schönebeck-Bad Salzelmen,Förderstedt,0 days 00:09:00,1,9 Min 0 Sec
RE10,Siegelsdorf,Emskirchen,0 days 00:09:30.909090909,33,9 Min 30 Sec
RE10,Siegelsdorf,Fürth(Bay)Hbf,0 days 00:06:40.588235294,34,6 Min 40 Sec
RE10,Siegelsdorf,Puschendorf,0 days 00:03:40,3,3 Min 40 Sec
RE10,Staßfurt,Güsten,0 days 00:06:03.750000,16,6 Min 3 Sec
RE10,Staßfurt,Neundorf(Anh),0 days 00:06:30,4,6 Min 30 Sec
RE10,Staßfurt,Schönebeck(Elbe),0 days 00:16:36.923076923,13,16 Min 36 Sec
RE10,Stotternheim,Erfurt Hbf,0 days 00:08:47.142857142,14,8 Min 47 Sec
RE10,Stotternheim,Erfurt Ost,0 days 00:04:00,2,4 Min 0 Sec
